1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
-0.979233594966964	-1.41697289872889	-0.489458653572784	-1.72962196065072	-0.134723504791909	-1.80764967625934	-1.45720366120976	-1.51950677990102	-0.941327393278786	-1.5572919172503	0.205469695031794	0.503031013431627	1.14122892985455	0.290600881678459	0.165746117330105	-1.12502142423656	-0.911043378814617	-1.69975875830095	-1.44089862121237	-1.28385148248022	0.685304164391962	0.713688882110144	0.752802240461772	0.978493693894888	1.5729107993621
-1.29915760284264	-1.1132121875201	-0.632251212248032	-1.73731284436501	-0.248217028027746	-1.5640858130055	-0.95044368977639	-1.34698725052685	-0.1972869272793	-1.16173574535793	0.233972671728302	0.365176061260929	1.13753453754225	1.08662835945163	0.528944767446306	-1.26225320625186	-1.37692668103004	-1.4078158495293	-1.39622425297031	-0.930486031346881	0.320177424937908	0.639225062564116	-0.313674312387716	0.210077749456631	0.551662847855013
-1.37644551162459	-1.95095322551056	-1.08623188615899	-0.829956672825859	-0.726846777534052	-1.21918948648705	-0.941770085021336	-1.08038959133954	0.040752227681218	-1.04005596287034	-0.052706453743669	0.629905551071985	0.887690517910704	1.0968828710707	0.515091097943341	-0.885993296876567	-1.33844909397838	-1.05040487233975	-1.7085245637951	-1.20479837538638	0.299045019068888	0.544369044604632	-0.62726807843144	0.679768002959249	0.695624756116611
-1.41110781149513	-2.81139327168976	-1.30256862667901	-1.13200247203159	0.212635460263219	-0.227358056883138	-0.023936611633195	-0.237466731434084	-0.007998729196283	-0.249670210143447	-0.092316829134748	-0.140753458653344	0.472286173028138	0.576508433090256	0.680753859132655	-0.125432855405097	-0.288850646226271	-1.18177058967696	-0.844497906515198	0.190256455681493	0.35888580739556	-0.151826145574685	0.76044877338721	1.69416614619412	0.16865248156149
-1.60962357053058	-2.77319250181114	-0.696774203562781	-1.38256557970721	-0.25034836179744	0.794367995657455	0.499432390182187	0.234126743035493	0.17834760079929	0.649897958876057	-0.486358884912017	-0.893050262567449	0.140821858124947	-0.445916807354594	0.243442921115961	0.548304323416672	0.925361747089778	-0.30723060486627	0.389951969659854	0.830964450491734	0.279175403306683	0.113456978582446	0.253286033399256	1.2361593116673	-0.40811550015813
-1.58356886036768	-1.47187497138054	-0.972307137179806	-0.946412622401366	-0.547475665053359	1.04697755947229	0.281485002613805	0.497803254813077	0.907804806422492	0.853537212688871	-1.18032647666938	-1.20087095898072	-1.01938916013651	-0.450960009790207	-1.18271000722779	0.938351839060172	1.28762315419964	0.118397755950308	0.72881314664551	1.56530581295663	0.473155426448295	0.312211708820525	-0.544616789956361	0.369484973108702	0.14525624949879
-1.7371138288648	-0.836764104050625	-0.821266632877108	-0.744054124672732	-0.286774793497542	0.980487794664861	1.09191341286495	0.60622937337394	1.36866945566282	0.669031523399385	-1.29158086220179	-1.33881818354242	-1.44372877944883	-0.977638450815137	-1.33103146183648	1.05517280955319	1.09689612197954	-0.171998663016189	0.719189035330908	1.97127645667815	0.53005829493465	0.0842066306319	-0.312901067485146	0.919488225398318	0.949737868747934
-1.58094019524739	-1.27238206201438	-0.757602802565234	-1.23517798852668	-0.823774024650965	0.533228155815003	1.14986047441996	0.848942356681739	0.778488690636218	0.517609946943889	-1.41466424077552	-1.26601526703462	-1.45996692240286	-1.56975244344206	-0.587535052042696	1.00200676893394	1.25117555975023	0.05533533834043	0.903139844169572	1.13545454313384	0.706410799034312	-0.173510157462312	-0.256196441296426	1.37434305840286	0.876594368924574
-1.43659555467128	-1.06956734657183	-0.259890833608722	-1.40853807225056	-1.06233808864434	0.162844086120364	-0.010280297763529	1.10033286611843	0.717928234721994	0.438217764023049	-1.71662570366251	-0.731019943951818	-2.1672282599568	-0.379220455143726	-0.641109032708017	1.05860038270025	0.929698549467296	0.391353206558776	1.00883696188244	0.140557627324707	0.710405339168081	0.343215232200265	0.04124509789353	0.832240823262367	0.325014877210352
-1.25939260009153	-0.93697192068876	-0.411275002312572	-0.560229395894966	-0.630646121475005	0.14400531942494	-0.518055265498031	0.843959222865164	1.04073521728764	1.69827197654278	-1.55532359593787	-0.439531460747522	-2.50470670188001	-0.988103095869016	-1.12574526829254	0.746820082452158	0.41638723827214	0.281982010894766	0.62404061604583	-0.036003999732314	-0.492363580726006	-0.661815650693439	0.133175325199492	-0.183376093894428	-0.704080257721488
